id,url,Property description
973,https://www.rightmove.co.uk/properties/118887683#/?channel=RES_BUY,"A charming, unique, double fronted house situated on a quiet residential road a stone’s throw from Peckham Rye Park. This lovely property boasts a large reception, complete with wooden floors, high ceilings and views to the garden to rear. A large dining room with stunning engineered wood flooring, that leads out to a fully fitted galley kitchen. The first floor comprises two double bedroom and a family bathroom, with a further ensuite master bedroom on the top floor. The property is set in a beautiful residential area, close to Peckham Rye Park and the shops and restaurants on Forest Hill Road. Lordship Lane is a short walk with access to an extensive array of independent butchers, fish mongers and shops. Transport links are ideally provided via Peckham Rye Station for the overground, East Dulwich for direct links to London Bridge or Honor Oak station for the East London Line.Council Tax Band D"
975,https://www.rightmove.co.uk/properties/116055326#/?channel=RES_BUY,"A charming grade two listed three double bedroom end of terrace family home. Originally the school keepers house, the property has been renovated throughout, offering terrific living/dining space, three good sized bedrooms, a large family bathroom and a stylish garden.Penwortham Road runs off Moyser Road, with its village-feel, between Tooting Bec and Streatham and the many shops, bars and restaurants they have to offer, as well as Tooting Bec underground Station and Streatham Station. This location also benefits from being in close proximity to Tooting Bec Common as well as catchment for Penwortham Primary and Graveney Secondary schools."
976,https://www.rightmove.co.uk/properties/120367160#/?channel=RES_BUY,"A substantial and spacious three bedroom family terrace, with a wealth of potential, large rear garden and an enviable location next to Higham Hill Park,  just off sought after Blackhorse Lane and a short stroll from Blackhorse Road station.The Walthamstow Beer Mile, a much loved collection of independent breweries, beer gardens and taprooms, starts just around the corner with  the Hackney Brewery and High Hill taproom adding a rotation of pop up kitchens to the menu.IF YOU LIVED HERE...You'll have a vast blank canvas to transform into your dream home. Design & Decor will need updating, but your fundamentals couldn't be stronger with over 800 square feet and a whole host of vintage features waiting to be uncovered and restored to glory. Your immense through lounge runs from the box bay window at the front to the garden view to the rear, with original floorboards throughout and a vintage timber mantel on the chimney breast.Your kitchen's just as lengthy, running parallel to the lounge and laid open to the hallway for some intriguing potential. An entirely open plan ground floor, perhaps? Upstairs your first two bedrooms are substantial doubles with wood floors and vintage hearths, while the property is completed by the family bathroom and bedroom three, ideal for a child, dressing room or home office.Outside and London's largest nature reserve, the 500 acre Walthamstow Wetlands, is just a half mile on foot via the Lockwood Way entrance. Free to enter all year round and packed with things to see and do, this Green Flag award winning site is the perfect escape from City life. Speaking of which, take a fifteen minute stroll to Blackhorse Road and the Victoria line will get you straight to Kings Cross in the same amount of time. WHAT ELSE?- With the loft space so far untouched, you could follow your neighbour's lead and add a full Dormer extension (subject to the usual permissions).- Local schools are plentiful and excellent. You have fourteen 'Good' and 'Outstanding' rated primary and secondaries, all in a one mile radius.- Your garden's an impressive thirty feet in length, with twin patios bookending a lawn, and a handy shed sitting at the bottom.Garden - 20m  (65'7"" ) - Reception Room - 7.49m x 3.64m  (24'6"" x 11'11"" ) - Kitchen - 6.11m x 1.78m  (20'0"" x 5'10"" ) - Bedroom - 3.39m x 3.03m  (11'1"" x 9'11"" ) - Bedroom - 2.45m x 2.42m  (8'0"" x 7'11"" ) - Bathroom - Bedroom - 3.62m x 3.36m  (11'10"" x 11'0"" ) - A WORD FROM THE OWNER....""I moved here with my parents and siblings when I was 4 years old and moved out when I got married in 1990. My parents lived here until they passed away. Most of the neighbours have now moved on although there are still a few long term ones. I went to school in the area where I met my wife and my parents loved living here.The River Lea is at the bottom of the road where you can walk into London or out to Hertfordshire. It is also a short walk to the London Underground station."""
977,https://www.rightmove.co.uk/properties/122097392#/?channel=RES_BUY,NB. This property is exclusively available to OWNER OCCUPIERS for the first four weeks of marketing after which the property will additionally be marketed to PRIVATE LANDLORDS accredited by the relevant local authority or who are members of the National Landlords Association The property comprises a 3 bedroomed detached house with front and rear gardens situated on The Limes Avenue in the Arnos Grove area of North London.  The property benefits from gas central heating.
978,https://www.rightmove.co.uk/properties/120954773#/?channel=RES_BUY,"CALLING ALL FAMILLIES! Your Nxt Place presents this fantastic well presented Five bedroom family home. Situated on the ever popular Capel Road, this property benefits from First Floor family bathroom, Five bedrooms, gas central heating, modern fitted kitchen, double glazing, and a spacious garden. This location benefits from the amazing views over the Wanstead Flats, excellent TRANSPORT links, perfect for the daily commute with Wanstead Park Station and Forest Gate being short walking distance away. The property is being sold CHAIN FREE and has further potential to extend to the rear subject to planning permission! So please call our sales department for more information and to book a viewing before it gets snapped up!"
979,https://www.rightmove.co.uk/properties/122497241#/?channel=RES_BUY,"DON-T MISS OUT Smart Tech HomeEPC Rating C - Green Mortgage Approved – Lower interest Rates Crown House Estates are proud to present to the market this immaculate four-bedroom semi-detached house with its own driveway for 2 cars in Southgate North London. This beautifully presented property perfect for a growing family comprises a spacious open plan lounge with modern Germen fitted kitchen with Siemens integrated appliances with huge bi-folding doors connecting you to the outside private rear garden, separate utility room and cloakroom. The first floor consists of 2 double bedrooms and single/office room and stylish family bathroom while the second floor contains the master bedroom with fitted wardrobes, Juliet balcony with an en suite shower room. The exterior boasts a large split-level rear garden with decked and patio seating areas, perfect for enjoying the summer months and great for entertaining friends and family. Other benefits include a large, detached garage/store equipped with power and water which can be converted to an Office/games room or Gym. The property has been fully renovated to a high specification from top to bottom and benefits from underfloor heating on the ground and first floor, controlled by multi zones as well as RISCO digital certified insurance approved security alarm and CCTV to the property and built-in multi-zone entertainment speakers throughout the property controlled via an app. Situated in the sought-after area of Southgate, the property is close to a wide range of amenities, including supermarkets, shops, restaurants, and bars. Transport connections can be found from Arnos Grove and Southgate underground stations and access to New Southgate overground connecting you to the West End in 15 Min.EARLY VIEWING IS HIGHLY RECOMMENDED via Crown House Estates"
980,https://www.rightmove.co.uk/properties/121783454#/?channel=RES_BUY,"Occupying 1400 sq. ft. of overall living accommodation is this larger than average four bedroom semi-detached family home boasting a phenomenal 34 ft. through lounge with bay fronted window, separate kitchen, downstairs w.c. and attached garage. The first floor occupies three double bedrooms and a single bedroom alongside a family bathroom. Further benefits include original features such as stained glassed window, a private rear garden, side access, and gas central heating. Wentworth Gardens is conveniently located within a short walk of Palmers Green High Street with its popular restaurants, shots and Network railway station. The road is extremely quiet being a cul-de sac and backs onto a beautiful park. An early viewing is advised."
981,https://www.rightmove.co.uk/properties/122176622#/?channel=RES_BUY,"Situated on a tree lined residential road is this well presented three/four bedroom semi detached home.The property is located within one mile of Wren Academy, St John's C of E Primary School and Frien Barnet School.On the ground floor the property features a fitted kitchen, lounge/dining area, study/bedroom four, downstairs w/c and conservatory leading to rear garden.On the first floor there is a master bedroom with ensuite shower room, two further bedrooms and family bathroom.Both New Southgate (British Rail) and Woodside Park Tube Station is located within 1.3 miles."
982,https://www.rightmove.co.uk/properties/121939688#/?channel=RES_BUY,"Located in a stunning and peaceful no-through road, this beautifully designed 2 bedroom house retains a wealth of period features, including a cast iron fireplace, sash windows, original wood flooring and high ceilings.The property couldn’t be better located, with great transport links (including District, Central, Hammersmith & City Line and Crossrail) and easy access to amenities including Victoria Park, Shoreditch, London Fields, Columbia Road and Westfield. Queen Mary University, The City and Canary Wharf, are also within easy reach.The accommodation comprises an excellent and well thought out social space, with an open plan kitchen/diner, spacious living room, good sized family bathroom (including original Victorian roll-top bath), and two double bedrooms. There is a pretty front garden with a secluded seating area enclosed by rose trees, as well as a private back patio.Mile End Place is a unique street, with long standing residents, an annual street party and a real sense of community.EPC : D"
983,https://www.rightmove.co.uk/properties/121807283#/?channel=RES_BUY,"Sandra Davidson are proud to present this spacious, very well presented five bedroom home overlooking Wanstead Flats. On the ground floor you will find two receptions, an L-shaped kitchen and shower room.To the first floor you will find four bedrooms and a family bathroom, with the fifth bedroom in the loft.The property is within close proximity to Wanstead Park overground station and local shops and amenities. The property is offered chain free and can only be appreciated by internal inspection and comprises:Entrance - Via uPVC door into porch with tiled flooring, double glazed windows to front and flank, ceiling light, further door to:Hallway - Fitted carpet, radiator, ceiling light, carpeted stairs leading to first floor, further doors to:Reception - 4.58m x 2.78m (15'0"" x 9'1"") - Double glazed bay window to front, fitted carpet, radiator, ceiling lightDining Room - 3.21m x 2.80m (10'6"" x 9'2"") - Double glazed sliding door to rear, fitted carpet, radiator, ceiling light.Kitchen - 5.56m max x 2.31m max (18'3"" max x 7'7"" max) - Vinyl flooring, range of fitted wall and base units with tiled back splash, four ring gas hob with extractor hood over, space and services for washing machine, space and services for tumble dryer, one bowl sink with drainer, double glazed window to rear, integrated oven, spotlights to ceilingGround Floor Shower Room - 3.55m x 1.22m (11'8"" x 4'0"") - Tiled walls and flooring, double glazed window to front, chrome plated heated towel rail, low level WC, hand wash basing inset to vanity unit, corner shower cubicle.First Floor Landing - Via stairs with fitted carpet, ceiling light, doors to:Bedroom One - 4.58m max into bay x 2.78m (15'0"" max into bay x 9'1"") - Double glazed bay window to front, fitted carpet, radiator, ceiling light, fitted wardrobes.Bedroom Two - 3.86m x 2.31m (12'8"" x 7'7"") - Double glazed window to front, fitted carpet, ceiling light, radiator, fitted wardrobeBedroom Three - 3.22m x 2.59m (10'7"" x 8'6"") - Double glazed bay window to rear, fitted carpet, fitted wardrobes, radiator, ceiling lightBedroom Four - 2.17m x 2.54m (7'1"" x 8'4"") - Double glazed window to rear, fitted carpet, radiator, ceiling light.Family Bathroom - 1.22m x 3.0m (4'0"" x 9'10"") - Tiled walls and flooring, p-shaped bathtub, low level WC, hand wash basing inset to vanity unit, double glazed window to flank, chrome plated heated towel rail, ceiling lightLoft Landing - Via stairs with fitted carpet, ceiling lightLoft Room - 4.75m x 3.60m min (15'7"" x 11'10"" min) - Skylights to rear, fitted carpet, built-in walk-in wardrobe, ceiling light, radiator, eaves storageExterior - 36' (10.97m) - The low-maintenance paved rear garden measures approximately 36' with an alleyway to own side access.To the front of the property is a gated low-maintenance garden with gated access to own side access.You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website. DISCLAIMER: These particulars form no part of any contract. Whilst every effort has been made to ensure accuracy, this cannot be guaranteed."
984,https://www.rightmove.co.uk/properties/121802840#/?channel=RES_BUY,"Located in the highly desirable Elm Village is this wonderful, rarely available, end of terrace freehold house with private garden. The accommodation is arranged over two floors and briefly comprises kitchen/breakfast room, reception and conservatory leading directly out to the garden, three bedrooms and a family bathroom.Rossendale Way forms part of a development that is very well located to take advantage of the excellent amenities of both Camden Town and Kings Cross. Both areas offer excellent transport links and a vast array of shops and restaurants."
986,https://www.rightmove.co.uk/properties/118886270#/?channel=RES_BUY,"A beautifully-presented 3 bedroom terraced house in London, SW2.Comprises of:Warm and welcoming entrance hallwayWell-appointed spacious kitchen Cosy living room with feature fireplaceDining room with double doors into the back gardenMaster bedroom with fitted wardrobeSecond double bedroom with feature fireplaceShower room with a separate adjoining WCAdditional features:FreeholdAdditional storageFully double glazedGas central heatingGarden with patio areaCellarThis wonderful 3 bed property in Brixton, London, is situated within easy access to a range of local amenities including supermarkets such as Sainsbury’s and Tesco, shops, restaurants, pubs and plenty of green open space such as the fantastic Brockwell Park which is just a short walk from the property. There are several stations nearby offering direct links further into London, such as Streatham Hill and Herne Hill stations. There are also excellent regular bus links across London. The property itself is located in an excellent catchment area for well-regarded schools including Holy Trinity CE Primary School and City Heights E-ACT Academy.Viewing is highly recommended to fully appreciate the size and potential of this property.Buyer Process: our customers use British Homebuyers to either purchase or assist in selling properties quickly and reliably. Therefore any new applicants to purchase are subject to vetting to ensure they meet strict criteria. DisclaimerThe particulars are set out as a general outline only for the guidance of intended purchasers and do not constitute, any part of a contract. Nothing in these particulars shall be deemed to be a statement that the property is in good structural condition or otherwise nor that any of the services, appliances, equipment or facilities are in good working order. Purchasers should satisfy themselves of this prior to purchasing. The photograph(s) depict only certain parts of the property. It should not be assumed that any contents/furniture etc. photographed are included in the sale. It should not be assumed that the property remains as displayed in the photograph(s). No assumption should be made with regard to parts of the property that have not been photographed. Any areas, measurements, aspects or distances referred to are given as a GUIDE ONLY and are NOT precise. If such details are fundamental to a purchase, purchasers must rely on their own enquiries. Descriptions of the property are subjective and are used in good faith as an opinion and NOT as a statement of fact. Please make further inquiries to ensure that our descriptions are likely to match any expectations you may have."
987,https://www.rightmove.co.uk/properties/108046328#/?channel=RES_BUY,"  Situated in this popular residential turning off Nether Street and within walking distance to both Finchley Central and West Finchley tube stations is this extended five bedroom, two bathroom terraced house. The property is in the catchment area for a number of popular schools and benefits from two separate reception rooms, a modern eat in kitchen, a mature rear garden and additional guest cloakroom. To really appreciate the size, location and condition an internal viewing is highly recommended via vendors main agents Adam Hayes Estate Agents. "
988,https://www.rightmove.co.uk/properties/101214350#/?channel=RES_BUY,"A chain free five bedroom, two bathroom period family home with driveway and south-facing garden located a 3rd of a mile from Finchley Central amenities and underground station.The Owners Love""The garden is incredibly private and a real sun trap""""There are so many great schools, green spaces, sports clubs, shops and restaurants all within minutes of the house""""Transport links including the London Underground, bus links and road links like the A406 and M1 are fantastic""We've NoticedThere are no parking restrictions on Elm Park Road.The property should fall within the catchment area of St. Mary's and Moss Hall schools."
989,https://www.rightmove.co.uk/properties/120897680#/?channel=RES_BUY,"Helliwell & Co is proud to present this beautifully presented four bedroom, two bathroom town house with off-street parking, set over three floors in a sought after pocket, north of Ealing Broadway. This luminous, expansive property comprises generous entrance hall with built in storage, reception room, shower room and open plan kitchen / dining area with side access to the garden. On the first floor is the master bedroom with built in storage and the main reception room with floor-to-ceiling windows allowing natural light to pour in. On the second floor there are three further bedrooms, two of which are doubles, and a family bathroom. The beautiful rear garden has useful side access and includes a patio area, lawn, summer house and a quaint swinging chair. To the front there is off street parking for one car and a small lawned area.  Conveniently located moments from the restaurants, shops, parks and amenities of Pitshanger Lane, whilst also being a short walk from Ealing Broadway shopping centre and tube station (District & Central line and soon to be Crossrail). The property also boast an enviable school catchment, close to a number of outstanding schools."
990,https://www.rightmove.co.uk/properties/114835220#/?channel=RES_BUY,"Located in a particularly sought after location is this well-presented four bedroom town house with accommodation arranged over three floors. DescriptionLocated in a particularly sought after location is this well-presented four bedroom town house with accommodation arranged over three floors, and a generous rear garden with a useful summer house. The accommodation which has retained many original features in brief comprises: Reception hall with storage, reception room, shower room and open-plan kitchen/ breakfast room with side access onto the garden. The first floor features the principal bedroom with storage, an additional double bedroom and an additional double reception room oozing with natural light. The second floor features three further bedrooms and a luxury family bathroom.Outside to front there is a small garden and off-street parking. The rear garden is predominantly paved featuring a lawn, providing a particularly pleasant setting for sitting and entertaining. There is also a separate side access with a useful summer house to be used as you wish.LocationLanark Close is a sought after road ideally located approximately 0.9 miles from Ealing Broadway's extensive transport options, shops bars and restaurants. Ealing is also renowned from it's open spaces including Haven Green,  Montpelier and Walpole Parks. Ealing Broadway station provides District & Central line Underground services, the Heathrow Connect, Great First Western mainline to London Paddington and the west, and will also be serviced by the much anticipated Crossrail.Square Footage: 1,284 sq ft "
991,https://www.rightmove.co.uk/properties/122355410#/?channel=RES_BUY,"A freehold three bedroom house offering over 800 sq.ft of ample living space located in the sought after Da Gama Place. Features to include re-fitted bathroom, re-fitted kitchen, private enclosed rear garden, garage and allocated parking.Mudchute DLR Station is under half a mile form the property and provides good links to Canary Wharf and the City.  Masthouse Terrace Pier is also a convenient way to Travel to both sides of the river to avoid the traffic."
992,https://www.rightmove.co.uk/properties/84031788#/?channel=RES_BUY,"A spacious three bedroom two bathroom modern build house positioned on a secluded gated mews development. The property offers great living space, three bedrooms, a private front courtyard, a charming rear garden and a private parking space. There is also has scope to develop further, subject to planning permission.Fishponds Road is ideally located between Tooting Bec, Tooting Broadway and Wandsworth Common station and is also only a short distance from Wandsworth Common and local amenities."
994,https://www.rightmove.co.uk/properties/120903098#/?channel=RES_BUY,"NEW – A four double bedroom semi-detached home with a 60ft west-facing garden and OSP in the desirable area of Poets Corner, Mill Hill.The Owners Love“I will miss my garden watching the sun set at the end of an evening or the length which has been great for entertaining the friends and family”""The close proximity to Mill Hill Park and the Arrandene Open Space has been an amazing bonus, which we had not considered before moving to the neighbourhood - it has really allowed our family to explore the area and enjoy nature together""""Living within walking distance to Mill Hill Broadway, public transport and our children's schools has been extremely convenient and provided us with a real sense of community""   We’ve Noticed There are several outstanding faith, state and private schools, within the immediate area of the home both primary and secondary, with Goodwyn prep school, Mill Hill and Etz Chaim being the closest.This property has the potential to create the open-plan living whilst maintaining a front reception room and creating a utility room. This property would be for ideal downsizers, families and young professionals."
995,https://www.rightmove.co.uk/properties/120743414#/?channel=RES_BUY,"A generous end of terrace freehold townhouse offering spacious accommodation over three floors with private garden and four bedrooms located close to Elephant And Castle underground station [Northern and Bakerloo Lines], local shopping and the green spaces of Salisbury and Nursery Row Parks.A generously proportioned three story freehold end of terrace townhouse comprising entrance hall with cloakroom/WC, eat-in fitted kitchen with work tops, storage cupboards and dining area, door to rear enclosed fenced garden with rear pedestrian access, bedroom four/dining room, stairs lead to first floor landing with doors to impressive reception room, master double bedroom, stairs lead to second floor providing access to two further double bedrooms and bathroom. The property is freehold and has the benefit of front and rear gardens, proximity to Elephant And Castle underground station [Northern and Bakerloo Lines], local shopping and the green spaces of Salisbury and Nursery Row Parks."
996,https://www.rightmove.co.uk/properties/122303420#/?channel=RES_BUY,"Galloways are delighted to offer this three-bedroom end of terrace house to the market. The property has a contemporary fitted kitchen, two reception rooms, two bathrooms, and the potential to extend into the loft space and the rear subject to planning permissions and consent. The property does require some work to the garden and garage. Located within the catchment of St Julian's Primary school.Safeguarding Your InformationImportant information regarding cybercrime. It has come to our attention that computer hackers are seeking to target property transactions to access funds. As we understand it, they will either hack a phone, tablet, or PC, maybe by sending out a random email that mistakenly gets opened, or even whilst opening a website, which gives them access to that machine. The reason for us mentioning this to you is to alert you that once they have gained access, they can monitor email correspondence, without you knowing, throughout a transaction. Then, at a relevant point, e.g. just before the exchange of contracts, they can send an email to a client mirroring that of their solicitor asking for funds to be transferred to a certain bank account. That money then, of course, disappears. Fortunately, we have not had such an instance but, feel it important to highlight the fact that if you do receive an email requesting funds, it is worth checking with the person concerned by phone that it is genuine and the bank details are correct, before sending money. This could, of course, affect other areas of finance beyond the property. Solicitors are starting to highlight this point now, but for safety, we would urge you to be vigilant and check before sending money or passing on any personal details regarding any bank or credit card information.The Property Misdescriptions Act 1991These particulars are set out as a general outline in accordance with the Property Misdescriptions Act (1991) only for the guidance of intending purchasers or lessees and do not constitute any part of an offer or contract. Details are given without any responsibility, and any intending purchasers, lessees or third parties should not rely on them as statements or representations of fact but must satisfy themselves by inspection or otherwise as to the correctness of each of them. We have not carried out a structural survey and the services, appliances and specific fittings have not been tested. All photographs, measurements, floor plans, and distances referred to are given as a guide only and should not be relied upon for the purchase of carpets or any other fixtures or fittings. Gardens, roof terraces, balconies as well as tenure and lease details cannot have their accuracy guaranteed for intending purchasers. Lease details, service charge, ground rent are given as a guide only and should be checked and confirmed by your solicitor. No person in the employment of Galloways has any authority to make any representation or warranty in relation to this property. Purchase prices, rents, or other prices quoted are correct at the date of publication and, unless otherwise stated, exclusive of VAT. Data ProtectionWe retain the copyright in all advertising material used to market this Property.Disclosure of Referral FeesAs well as your obligation to pay Galloway's commission or fees where applicable we may also receive a commission, payment, fee, or other reward or other benefits (known as a Referral Fee) from ancillary service providers for recommending their service to you. We believe you may benefit from using the services of our solicitors, independent financial advisors and surveyors, the Providers, who are known as Lewis Nedas Law, Bargate Murray Solicitors, Hawke Financial Services and MAP Surveyors. Galloways always refer sellers and purchasers to Lewis Nedas Law, Bargate Murray Solicitors. It is your decision whether you choose to deal with the named companies. Should you decide to use Lewis Nedas Law, Bargate Murray Solicitors, you should know that we would receive a referral fee of £180.00 inc VAT from them for recommending you to them. Galloways routinely refer to all potential purchasers and vendors to Hawke Financial Services. It is your decision whether you choose to deal with Hawke Financial Services. In making that decision, you should know that we receive benefits from Hawke Financial Services. The amount depends on the property value and level of mortgage. A share of this fee is received by Galloways, the details of which are available upon request.Galloways offer all of our customers the opportunity to use the services of MAP surveyors. It is your decision whether you choose to deal with MAP surveyors. You should know that Galloways receive a referral fee of £50.00 inc VAT from MAP Surveyors for recommending you to them. You are not under any obligation to use the services of any of the recommended providers, though should you accept our recommendation the provider is expected to pay us the corresponding Referral Fee. The Referral fee is separate from your obligation to pay our own fees or commission."
997,https://www.rightmove.co.uk/properties/121996586#/?channel=RES_BUY,"A bright and spacious three double bedroom end of terrace mid-century town house for sale on the very popular Grassmount, a quiet cul-de-sac in the heart of Forest Hill. This fully renovated family home comprises a modern eat-in kitchen with cork flooring, three double bedrooms, two family bathroom suites, two spacious reception rooms and a beautiful south-west facing private rear garden. Further benefits include off street parking, private garage, underfloor heating system, original wood maple flooring, fitted wardrobes, an abundance of light, triple glazing, new gas boiler, plenty of storage, wonderful views and so much more. Grassmount is a thriving close with communal green spaces and play areas for children. The property is located approximately just 0.4 miles from Forest Hill station offering excellent transport links into London Bridge, Victoria, Canada Water, Shoreditch, Whitechapel, Highbury & Islington and many other locations. It is also just a short walk to various local amenities including a variety of restaurants, coffee shops, cafes, gastro pubs and the wonderful Horniman Museum & Gardens. Viewings are highly recommended, call the Pedder Forest Hill sales team to arrange a viewing today. EPC: D | Council Tax Band: D | Building insurance: TBC."
998,https://www.rightmove.co.uk/properties/120681098#/?channel=RES_BUY,"A beautifully presented three bedroom semi detached house situated on the Shepherds Bush/Acton borders. This spacious family home comes with a large lawned rear garden and off street parking for three cars. The ground floor features two reception rooms and a utility room adjacent to the kitchen. The first floor has three good large bedrooms, a family bathroom and an additional WC. Conveniently located for the A40, East Acton Central Line and the Westfield shopping centre, this is a must see house. To book your viewing call Rolfe East on"
999,https://www.rightmove.co.uk/properties/120074288#/?channel=RES_BUY,"Fab Three Bed House With Sunny Garden in Top Spot - CHAIN FREE.Perfectly placed along the much loved Grove Hill Road, this three bedder supplies a generous, sunny garden, bright modern living space and scope to develop. The accommodation, spread over two bright floors, comprises living space with modern kitchen, three bedrooms and bathroom. There is plenty of cleverly seamless storage and some fab concrete-effect flooring. The loft was recently converted for storage and affords you an easy-access spot for all your beloved tat. Planning permission has been historically granted to convert the space meaning you should be easily able to vastly increase the overall square footage! The ubiquitous attractions of Camberwell are a short stroll down the very lovely Camberwell Grove and Lordship Lane is also easily reached on foot. Transport is so very easy with Denmark Hill and East Dulwich stations, each a 10 minute stroll. Belham, Lyndhurst and Dog Kennel Hill primaries are all within a few minutes walk. You're also within minutes of any number of regular, trusted bus routes. The very lovely Lettsom Gardens is just over the road for abundant leafy R&R.A neat front garden with mature greenery leads you to your doorway. Inside you meet a neutrally decorated hallway with a run of deep storage points on the right. The super cool grey flooring continues to your living space. The seating area fronts the building with raised and fitted storage. To the rear you find a beautifully bright contemporary kitchen which stretches full width. A huge skylight spills light over the Corian-topped island. Appliances include an integrated dishwasher and fridge/freezer. The washing machine is ingeniously tucked under the stairs along with yet more storage. Modern glass doors open wide to the garden which promises a generous lawn and mature shrubs. It's a really lovely spot. Upstairs you find the master bedroom facing front. It's carpeted and has loft access. A small single bedroom shares the front spot. The third bedroom faces rear over the garden with some pretty wallpaper. Last but not least is a modern bathroom. The weekend is planned - Saturday morning head to North Cross Road for the craft market and perhaps the big shop at Sainsbury's on Dog Kennel Hill (and the gym next door if you're feeling energetic). In the evening, enjoy a huge range of eateries and pubs on Bellenden Road or Lordship Lane. The South London Gallery, the Bussey Building (arts, theatre, club nights), the Peckham Plex cinema, and (in the summer) Franks Café on the top of the car park are all within easy reach too. Ruskin Park is ten minutes away and you're 15 minutes walk from Peckham Rye common! You also get a key for the much loved Lettsom Gardens - it's a great spot for hobnobbing with the neighbours or enjoying one of their regular community events."
1000,https://www.rightmove.co.uk/properties/120922697#/?channel=RES_BUY,"A great sized 3 bedroom semi-detached house in need of modernization. Located in the highly desired area of Canary Wharf, E14.Internal photos and the floor plan are available on request.This beautiful Freehold period house is a great opportunity for a variety of buyers with 3 large bedrooms, a large kitchen separate dining area. Access to a large private garden from the kitchen.Upstairs, you have 3 great-sized bedrooms and access to a private loft, which has potential extension possibilities.Located in a highly desired residential area of the Isle of Dogs, with a relaxing village community feel, offering an escape to the country from the hustle and bustle of London.Interest will be high, so viewings are strongly recommended."
0,https://www.rightmove.co.uk/properties/122320730#/?channel=RES_BUY,"This stunning Five Bedroom Extended property will make you feel at home the second you walk through the door, and is ideal for a growing family and should be viewed without delay. This accommodation has many benefits including, EN-SUITE shower rooms, 4 DOUBLE bedrooms, UTILITY ROOM, modern kitchen , modern bathroom, spacious living room with inset living flame fire and inset shelving with lighting, down stairs W.C. large integral GARAGE, landscaped rear GARDEN, fitted bedroom furniture and wardrobes to three of the bedrooms.  Located within this sought after residential estate close to Laurus Rycroft second modern school. Viewings are highly recommended and we have also attached a 360 viewing tour."
1,https://www.rightmove.co.uk/properties/121269086#/?channel=RES_BUY,"An imposing six bedroom semi-detached residence which is a stunning example of a period family home in a highly regarded location within easy walking distance of the fashionable bars, eateries, transport links as well as excellent schools.Arranged over four floors this property offers rooms of a generous proportion which are ideal for the larger family. This immaculate home has a wealth of original character features retained plus fantastic modern additions added by the current owners. The accommodation briefly comprises: An inviting entrance hallway with a stunning staircase and downstairs WC, a bay fronted living room plus a spacious bay fronted lounge, an incredible open plan modern kitchen diner with central Island leading into the family/dining room with bi folding doors opening out onto the raised decking area with views over the rear garden. To the first floor, a spacious landing provides access to three well-proportioned double bedrooms, one with an en-suite shower room plus and a modern four piece family bathroom. To the second floor a further three double bedrooms, main with en suite shower room plus another four piece family bathroom. Off the entrance hallway is access to the basement level where there¿s three useful cellar chambers, a utility room, separate WC plus external access. Externally there are gardens to the front with a gated drive way leading down the side of the property to a detached garage at the end of the rear garden which is mainly laid with artificial grass.An internal inspection will reveal a lovely family home of enormous charm and character and cannot be fully appreciated without an internal inspection."
2,https://www.rightmove.co.uk/properties/119404661#/?channel=RES_BUY,"*NEW-Any Part Exchange Welcome*Tucked away at the head of a leafy cul-de-sac you will find this beautiful 6 double bedroom, 3 reception room family home. To the front the garage and impressively large gravel driveway provide parking for numerous cars. The home also benefits from an oak framed out-building which is currently used as a home gym but could be easily converted to a home office or hobby room.On the ground floor the light and spacious hallway provides access to both a formal and informal lounge which still retains many of the property’s original features.  At the end of the hallway the recently renovated and extended kitchen is both highly practical and excels at providing wonderful entertaining space which links seamlessly to the generous garden via large bi-fold doors. The ground floor is completed by a fully fitted utility room and WC.  Upstairs the property has 6 individually styled double bedrooms and each of the upper floors is served by a modern and generously proportioned bathroom.  Ample storage is provided for throughout the home.  The basement to the property contains 3 rooms which are currently used as a games room, a store-room and a wine cellar.  The property is close to Media City and is well served by good schools, excellent transport links and a vibrant high street. To have this much property and garden space whilst being only one stop from Manchester Deansgate train station will allow the new owners of this property the chance to create the perfect ‘work-life balance’.  This property really must be viewed to appreciate all that it has to offer."
